BEDAT,Price_Change_rel,End-Date,Schädling-TotalFrequency,Schädling-MeanSentiment,GeneralWoodDamage-TotalFrequency,GeneralWoodDamage-MeanSentiment,Wetter-TotalFrequency,Wetter-MeanSentiment,Folgeindustrie-TotalFrequency,Folgeindustrie-MeanSentiment,rolling-Schädling-MeanSentiment,rolling-GeneralWoodDamage-MeanSentiment,rolling-Wetter-MeanSentiment,rolling-Folgeindustrie-MeanSentiment,Unnamed: 15
2020-01-15,0.2258521825251989,6/26/2019,9.48132169048497,-0.4508298905891403,3.4153624331154484,0.11729773651355085,0.11503671963710804,0.32968271877838545,1.5039754694370078,0.6249776398349923,-0.1478547098641048,-0.2973479003449058,-0.2530680254246685,0.29997899898320624,
2019-09-29,0.052591653449579175,12/11/2019,4.798701152574024,-0.8150636207384041,3.201044747513998,0.13141790241012857,0.6850661617211794,-0.3665284669790921,1.5419245597580216,0.1341137725989157,-0.35097004076249394,0.3643545175621031,0.12027656552331403,0.4149736373948043,
2019-10-08,-0.7800738664593443,1/6/2019,-3.632158558622261,-0.49053456324356787,1.9841492111226628,0.21677909831687364,1.356956144616115,-0.02148499324620132,0.2078715984035472,0.5698938746795142,0.11377564357642707,-0.3190082780569372,-0.15579114950252712,-0.02526486846100831,
2019-04-25,0.6906779378930936,2/11/2020,-1.0357279305810971,0.8362749772003474,-1.557314686412881,-0.18516126585462003,3.0317158128162065,-0.42354641762004075,-1.48564630400061,-0.3526419267277723,-0.35521358860020985,0.07927510034765661,-0.34670840435547023,0.04085334023439466,
2019-10-22,-0.44297751394618845,8/20/2019,4.517914232823814,-0.598097045885235,1.6723236609637602,-0.4337888293715039,1.7227962116489255,0.7713513671898139,1.0007061234392234,0.4774539403017767,0.14173945492999862,-0.25397283393216274,-0.07001483290908594,-0.08173330646702354,
2019-02-06,0.10919932141846013,3/24/2019,-0.15922195466665068,-0.7939758703988286,-0.6508777143513527,-0.19990215990312957,-0.5533613408163568,0.07604128076408449,1.3476552871561112,0.404153942594731,-0.24838089007029718,0.15660007134262866,-0.058468921008755836,-0.04245499243217346,
2019-10-17,-1.0300180676627642,8/21/2019,7.684233877556193,0.7249992240415868,3.202861659770538,-0.16205668054936634,1.9222312703468019,-0.19121072167093012,-0.3063751734641742,0.4483139110438904,0.11601423193587347,0.03596171658737189,-0.28461540570148086,0.0900040812537204,
2020-04-15,0.8616749413634675,4/14/2019,-0.5472249102329423,-0.09489356572232495,6.285252271739239,-0.1650598768228897,2.9993390057684923,-0.06818436726966846,3.154074992142116,-0.01857515833934928,-0.36483273569889324,0.009668073591763887,0.387719894210137,0.2408636506419533,
2019-05-23,-0.7882012707800625,11/16/2019,4.891930055084671,0.4132280775429031,-2.9230566275296246,0.14588663289297235,-0.714603521310294,-0.5894909253927316,0.25170527271668697,0.29369255125590854,-0.01321326240042793,-0.12132920040260409,-0.074292902563674,-0.1503777510540655,
2020-04-22,0.05583476159746763,12/9/2019,7.531956794748723,-0.42832007339783645,1.1522319377541994,0.45003665941099297,0.2100066186373173,-0.06833631135345918,0.473872268238552,0.15813480840625763,-0.4362795359662536,-0.06786888473818546,0.18641079302387803,0.07626162150371846,
2019-07-04,-0.8073456452404144,9/4/2019,3.699407262729653,0.2840173532282376,0.6080988925266826,-0.2680302289373532,-1.0841707178674849,0.05691852925989688,1.9584602972621843,0.34106302597370397,-0.08064890791199983,0.02991762872919726,0.30086379217792225,0.27748685628141767,
