BEDAT,Price_Change_rel,End-Date,Schädling-TotalFrequency,Schädling-MeanSentiment,GeneralWoodDamage-TotalFrequency,GeneralWoodDamage-MeanSentiment,Wetter-TotalFrequency,Wetter-MeanSentiment,Folgeindustrie-TotalFrequency,Folgeindustrie-MeanSentiment,rolling-Schädling-MeanSentiment,rolling-GeneralWoodDamage-MeanSentiment,rolling-Wetter-MeanSentiment,rolling-Folgeindustrie-MeanSentiment,Unnamed: 15
2021-04-13,0.013893479153212153,4/22/2021,5.31970472423135,-0.07574169985148002,2.5196194842215345,-0.12188609688062427,4.931179923882496,-0.20973143381954104,11.93780735363951,0.07334446821295539,-0.005135894109246364,-0.15431208553654646,0.02376295492827024,-0.12143829787131663,
2021-04-15,0.03404822981207995,4/23/2021,9.388755169475855,-0.12139752279117137,7.407489290133283,-0.5516679771891208,1.3424528359284056,0.1327539281306829,-1.819800552088978,0.07747361725920617,-0.27724425551637466,-0.4166267204261126,-0.11267643516168163,0.08757210909779352,
2021-04-21,0.07329240036097133,4/22/2021,12.755873164265218,0.45025027741637597,2.043219056727968,-0.3767414245322107,1.9967917883535282,-0.42187544590622394,11.103166745756667,-0.19198478349054096,-0.5350343413657676,0.28170446257221915,-0.10286335424525958,0.21344129868611525,
2021-04-17,0.03583491774264255,4/18/2021,8.59117707885299,-0.2941896729317406,2.5425321676295187,-0.704030252848695,3.6867499973356046,-0.21399649712170835,0.5816524845542714,-0.3210133975703668,-0.5884171219074286,-0.4060447691145423,0.06879856441021961,0.1974890897035107,
2021-04-18,0.01062512975170604,4/15/2021,5.64431574748574,-0.3055595486833278,6.003283264860733,-0.6339063870817336,3.9070229849532896,-0.13231866754146995,8.319740222314103,0.2722897561544576,-0.5612930838071757,-0.07837321151570512,-0.17711955631475987,-0.03836402496243284,
2021-04-26,-0.009860297020635029,4/17/2021,2.508170217852248,-0.03930588738947248,3.981646458541661,-0.021087242992424593,5.042056632747612,-0.33104227562223576,5.626711496528604,-0.2916620768125002,-0.2692546404762482,-0.08614726482721247,0.0736865122113842,-0.1072973758887179,
2021-04-29,-0.04266282473283496,4/19/2021,6.850156709580703,0.08560033107120327,1.020931714887142,-0.8834637114570524,-0.7849861876540087,0.0973709450567243,8.616922266962797,-0.025299406636851204,-0.6483702217272393,-0.3480062099593416,-0.011229522717427463,0.02729778296874339,
2021-04-22,0.017223578906043275,4/16/2021,14.167861931066103,-0.534595626350648,6.186253500929533,-0.013672708083747931,3.5258742775769223,-0.08777142473867133,9.470852325904808,0.13617099137722716,0.1731735268795937,-0.10150897135648507,0.05001468511239898,0.21353261784099245,
2021-04-22,0.03270804452923523,4/14/2021,12.70630814675836,0.3655923327289941,0.5207594004348461,0.8793346782319814,1.6863658546718643,0.479468144026052,13.200821590909495,0.22043453042598915,0.0010536083542373453,-0.3283649395198438,-0.3152348076965965,0.16836306793025557,
2021-04-27,0.08008791764269424,4/14/2021,3.511898778822381,0.8134495164372382,8.54073298520703,0.21069813320809958,-2.1618728291804636,-0.25772756003929964,7.177887560832543,-0.5017151932720434,-0.29474761988058595,-0.2997720847510984,-0.35924893118597245,-0.005014850381158717,
2021-04-20,-0.011607364863438272,4/28/2021,7.918340956907938,0.04432088169654985,3.1107445662461584,-0.6230828547666568,-0.007788557260230533,-0.16266541570398912,5.92052958153941,0.06880221777603399,-0.2767274869565116,-0.08379911352906608,0.07413843141470652,-0.071990771276733,
2021-04-15,0.09935096243498695,4/28/2021,3.5177181013537613,0.3177664286766294,8.15804284126124,-0.8253586226316234,-0.49598346096856316,0.20144073605575388,3.1481562332297557,0.011587457670706893,-0.06990481631881078,-0.44044592391100806,-0.05812081139154906,0.04074319548656284,
2021-04-21,0.0936671938283936,4/21/2021,8.739377411062788,-0.3064785649278178,1.4430289819462594,-0.30429169506150233,2.605669317553101,0.1056419585052531,9.827678934433278,-0.09915654581980979,0.046527585963924034,-0.3798419295523614,-0.141317680592517,-0.08922352100338135,
2021-04-25,-0.09125298624316966,4/23/2021,9.34497140712047,0.2643580210629704,3.616305698976573,-0.2987846568343264,7.2619471479547,-0.2680711803764402,3.6415034769627397,0.3453649479720318,-0.21428736663765346,-0.4548628870432253,-0.12580186210298333,0.08496825145695959,
2021-04-23,0.008739700858321124,4/29/2021,9.94661743556247,0.4132886027234152,0.6166204118762049,-0.04514307622626487,0.5966543303025161,-0.20916838365821167,3.2066138405439157,-0.1587400437006458,0.2614017968532832,-0.31119879027300235,0.06687329562719982,0.2576987119008619,
2021-04-17,-0.0052149431336504844,4/18/2021,5.431725333721789,0.0832690386151303,3.951411871280612,-0.32843011891273843,-0.6954493719038313,0.020613711920677805,1.8281898435067099,0.13928205536354252,-0.06383114699411023,0.13512943141097683,0.1707468749337843,-0.18776782705390205,
2021-04-27,0.0003933978547635197,4/14/2021,11.75062483601426,0.14188184329136477,3.8251855518750637,-0.3809124443231783,-0.8571248604849289,0.19785156676420454,4.8147585142566856,-0.418473328128104,-0.1628269887406496,-0.33777999326649993,-0.09125184914520093,0.06893438395212984,
2021-04-25,0.13155402415414555,4/22/2021,11.917766193514026,0.4071611659298889,3.041208681762468,-0.09478322920341242,1.1968228673230075,0.11211238650463454,6.624197671288634,-0.07093604618341404,-0.5802472367274754,-0.8864469675257476,-0.198740927949195,-0.18738317716054875,
2021-04-18,0.015864095346629192,4/29/2021,10.11829623976178,0.23930624690435337,1.291410695679672,-0.31255529486131717,-0.4901072443138066,-0.6868831167262,8.456264218582264,-0.03262706968484787,-0.05521888120464903,-0.4161288706849503,-0.1583326357207085,0.40536074877924966,
2021-04-25,0.07192923961711187,4/13/2021,7.784057448853406,0.09834725567515612,2.5316189877279403,-0.6212155033630258,1.9205192797825066,0.05913027223418722,6.765376168595134,0.10941378116597056,0.017289669960218718,-0.07865052383256926,0.3054251271624503,-0.28949721105574366,
2021-04-13,0.05263383851642533,4/25/2021,5.776956604876556,-0.10505015581117633,2.8872005659981235,-0.9910305856842883,2.194293887205391,0.5337411620968298,5.727137827448172,-0.1697298427625156,-0.18228464166378414,-0.0908301572191304,0.09289875951258444,0.13371397275358182,
