BEDAT,Price_Change_rel,End-Date,Schädling-TotalFrequency,Schädling-MeanSentiment,GeneralWoodDamage-TotalFrequency,GeneralWoodDamage-MeanSentiment,Wetter-TotalFrequency,Wetter-MeanSentiment,Folgeindustrie-TotalFrequency,Folgeindustrie-MeanSentiment,rolling-Schädling-MeanSentiment,rolling-GeneralWoodDamage-MeanSentiment,rolling-Wetter-MeanSentiment,rolling-Folgeindustrie-MeanSentiment,Unnamed: 15
2020-03-15,-1.3942084613595962,4/15/2020,3.959448540621487,-0.2367204313425108,-0.6751508784175291,-0.25400732173922186,0.4616303262777106,-0.12693096359071113,0.8154041671845011,0.6496338878229622,0.018561492572752275,0.30094101411804114,-0.13145076079776413,0.4015022585969646,
2019-05-19,-1.6054484255498054,2/13/2019,7.5730956487461,0.3162170686547535,-1.2652872972645868,0.4025816008293538,-1.5442247483664397,-0.06101496087325723,0.8803249532965907,-0.06981325298704298,-0.04018132676197329,-0.25280526021547206,-0.17808978653573312,0.1253410567990908,
2020-03-30,0.8924735649380935,5/1/2019,7.674306407082364,-0.7312773507687909,7.31671205870672,0.31751423507355997,1.318339257276174,-0.19047625567777612,1.5460082561711015,0.5024375115666246,-0.07010711260601257,-0.065910177150288,0.19396553068834735,0.39038925351397263,
2019-09-07,3.25740200469122,5/7/2019,10.174704648674435,-0.15123232347677149,5.357901026188685,-0.3120683213313537,2.554485719128299,0.03337833804543444,0.04929094644608911,-0.11432945098412899,0.16501257021775884,-0.27616821143927295,-0.10665362591892272,0.26095983993462624,
2019-09-09,0.7264186948362596,3/21/2019,7.648782842577192,0.398262791238379,1.2255283698928696,-0.1064222465904462,0.33114907371017205,-0.12524976547407726,3.097747885050867,0.4933834913261196,-0.44572315328688283,0.5894747960184468,0.05851573285419572,-0.02611528023956075,
2019-02-03,-2.4882383323599906,4/2/2019,-2.3078654371008485,0.01261481216385267,2.081622266886693,-0.12777516315837467,0.5121620178595425,0.19606854021035344,0.05091926269697522,-0.19999107916733355,-0.37923991733203016,-0.05434594535998067,0.17401938033861156,0.340893546555332,
2019-06-11,-0.1552780654702603,4/6/2019,7.795824783776426,-0.07455297397247307,3.8050965206526532,-0.06949492890165887,1.3874574636721984,-0.7268169725772626,1.1970005510952912,0.08963776409793851,-0.13758046838462556,-0.2779038041787976,0.19791568082588804,-0.24948423081346793,
2020-01-10,-1.3879692764274993,11/4/2019,2.0731623194137647,0.14407971449514395,3.6534978149250117,0.3074546637891751,0.837574993342864,-0.41285401879185624,0.4464827177744821,0.436242389468309,-0.27411059703217566,-0.04033978232155841,-0.1376484366123716,0.02642688850173551,
2019-07-06,-1.596292441015217,2/26/2019,7.290896395322133,-0.5755630702595057,6.648559541242296,0.10930898290115662,0.615855790532477,0.8335529479742199,-0.6404905443257016,0.06849000629868238,0.22015007116979235,-0.28082259176730584,-0.3689521221704562,0.20657827795116723,
2020-02-25,4.324390431804516,5/8/2019,11.716521606240544,-0.34989140877472147,1.626924261670773,-0.5856704576875738,-2.4895567154676272,0.1499209355707882,0.8579309833211448,-0.31807513678459676,-0.2995564039895201,0.18850338985053536,-0.02945669304612215,0.03248828048698452,
2020-02-05,-2.2283603207502334,3/21/2020,4.064187546606138,-0.31070907715879253,1.0741403877996178,-0.3903675538057933,1.4650497139076764,-0.5707472515026852,3.20894087594809,0.14846107977484918,0.16266250210190736,0.11521357860710635,-0.043684134212211546,-0.0417751338072847,
2020-01-05,0.6826757725652863,3/16/2019,0.524490491095809,-0.08268283365724191,0.9032057380641394,-0.07164776992542592,0.07683894358765708,0.12079439077005295,-0.20076771762976509,0.07784121638639371,-0.34526068945789357,-0.11608046128567592,-0.19093259649475042,0.36365128950749953,
2020-01-02,2.261918407226823,5/11/2019,1.1493271828722098,-0.13370171548657062,4.438385719892014,0.0884491826300755,0.9144942875674326,0.3140445878020666,0.32348562915810963,-0.21238559775652055,-0.13899609083829678,-0.009144857082954885,0.09289107523164764,0.048157736261984524,
2019-05-29,-3.1214192038514788,12/18/2019,12.961476653970967,-0.05753036411191984,-1.4180912297803319,-0.22932986304932665,-0.20048912113554096,0.1998386964349705,6.157262388152017,0.14106122638106405,0.05704446794882523,-0.631464797466287,-0.3831902673206515,0.025903347014906097,
2019-04-04,-1.1473077046754432,10/11/2019,1.1089298332692943,-0.12149180475484629,-0.3999375980457798,0.23674229843385852,-0.9036653324109983,0.052415698788218834,2.9216197538112203,-0.0586176645524145,-0.1768738740480376,-0.13611725925365079,0.09455040313604093,0.23559747461002564,
2019-08-06,1.118038938572223,12/11/2019,4.020267902623208,-0.2927111159594835,-0.08238205304486468,0.16041004578717297,3.3642301665922556,-0.08039687602467593,-2.319519804184496,0.07113953437866441,-0.20056208310742724,-0.05948347125801265,-0.18590944742741436,0.23199812508140558,
2020-03-16,1.2084529631082415,12/31/2019,10.155024609327867,-0.12368748950954013,2.566898913376164,0.5054155659720903,1.2210941287738284,0.2254279580501254,3.0519138646827404,-0.0568675233945458,-0.17552216147438188,-0.4602854540618384,0.01670870378001523,-0.2230941201017898,
2019-04-12,-1.2428048640868077,12/16/2019,-0.8086774474922249,-0.532082487422193,1.7105787078562982,-0.5274120009370971,3.7108258306945485,-0.16845624068550208,-0.6753258587620854,0.25991355032253954,0.32120948881446654,0.009228684827937463,-0.16241595223906416,0.3781423455994986,
2019-08-29,4.402386157392751,2/22/2019,-1.086135064088392,-0.2891600001844565,-0.33486316473910827,0.09950395204289109,1.3642244379625137,0.4933518388020543,2.48449425177861,0.33543152337325316,-0.21470248225952943,-0.13810630108583052,0.36971104654542025,-0.04635790048200886,
